,NObeyesdad
11390,5
11391,3
11392,6
11393,4
11394,6
11395,5
11396,6
11397,3
11398,6
11399,4
11400,3
11401,3
11402,4
11403,2
11404,5
11405,1
11406,6
11407,6
11408,5
11409,0
11410,4
11411,3
11412,6
11413,1
11414,4
11415,4
11416,3
11417,2
11418,2
11419,3
11420,6
11421,6
11422,2
11423,1
11424,2
11425,2
11426,1
11427,6
11428,2
11429,2
11430,1
11431,5
11432,3
11433,2
11434,0
11435,6
11436,5
11437,2
11438,6
11439,3
11440,3
11441,5
11442,6
11443,5
11444,2
11445,6
11446,2
11447,2
11448,6
11449,2
11450,6
11451,4
11452,5
11453,4
11454,1
11455,1
11456,5
11457,0
11458,1
11459,5
11460,0
11461,2
11462,4
11463,5
11464,0
11465,3
11466,5
11467,1
11468,1
11469,6
11470,5
11471,3
11472,6
11473,4
11474,1
11475,4
11476,4
11477,1
11478,1
11479,6
11480,5
11481,5
11482,3
11483,6
11484,6
11485,4
11486,2
11487,4
11488,6
11489,0
11490,4
11491,6
11492,6
11493,6
11494,5
11495,6
11496,2
11497,5
11498,5
11499,5
11500,3
11501,6
11502,1
11503,6
11504,3
11505,4
11506,2
11507,6
11508,6
11509,2
11510,5
11511,1
11512,6
11513,3
11514,2
11515,2
11516,4
11517,2
11518,0
11519,5
11520,6
11521,3
11522,3
11523,6
11524,1
11525,1
11526,4
11527,1
11528,2
11529,3
11530,4
11531,3
11532,0
11533,0
11534,5
11535,4
11536,5
11537,5
11538,5
11539,5
11540,4
11541,6
11542,0
11543,4
11544,0
11545,3
11546,0
11547,3
11548,6
11549,2
11550,1
11551,4
11552,2
11553,5
11554,4
11555,3
11556,1
11557,3
11558,4
11559,6
11560,3
11561,1
11562,0
11563,4
11564,1
11565,4
11566,1
11567,3
11568,0
11569,4
11570,5
11571,5
11572,0
11573,1
11574,0
11575,3
11576,1
11577,0
11578,3
11579,4
11580,2
11581,4
11582,5
11583,0
11584,4
11585,1
11586,3
11587,4
11588,0
11589,3
11590,6
11591,3
11592,2
11593,1
11594,5
11595,1
11596,5
11597,1
11598,1
11599,0
11600,1
11601,2
11602,3
11603,3
11604,5
11605,5
11606,6
11607,0
11608,2
11609,4
11610,3
11611,1
11612,5
11613,2
11614,4
11615,2
11616,1
11617,6
11618,5
11619,2
11620,0
11621,0
11622,5
11623,1
11624,3
11625,4
11626,5
11627,4
11628,4
11629,3
11630,4
11631,4
11632,4
11633,1
11634,4
11635,4
11636,6
11637,1
11638,3
11639,6
11640,1
11641,2
11642,6
11643,6
11644,6
11645,0
11646,6
11647,5
11648,0
11649,6
11650,1
11651,5
11652,6
11653,0
11654,3
11655,5
11656,1
11657,4
11658,0
11659,2
11660,2
11661,3
11662,3
11663,5
11664,6
11665,0
11666,3
11667,4
11668,2
11669,6
11670,1
11671,1
11672,0
11673,6
11674,2
11675,6
11676,6
11677,3
11678,2
11679,3
11680,3
11681,4
11682,6
11683,6
11684,6
11685,0
11686,2
11687,3
11688,6
11689,2
11690,6
11691,6
11692,0
11693,2
11694,5
11695,5
11696,5
11697,3
11698,4
11699,1
11700,1
11701,4
11702,3
11703,2
11704,0
11705,2
11706,5
11707,6
11708,5
11709,6
11710,5
11711,1
11712,4
11713,3
11714,6
11715,5
11716,6
11717,3
11718,5
11719,0
11720,1
11721,1
11722,6
11723,6
11724,4
11725,5
11726,1
11727,4
11728,6
11729,5
11730,5
11731,5
11732,0
11733,3
11734,3
11735,6
11736,6
11737,5
11738,5
11739,4
11740,6
11741,2
11742,4
11743,5
11744,6
11745,3
11746,3
11747,0
11748,5
11749,0
11750,5
11751,1
11752,3
11753,4
11754,1
11755,1
11756,6
11757,6
11758,2
11759,1
11760,1
11761,5
11762,0
11763,1
11764,4
11765,5
11766,0
11767,5
11768,6
11769,6
11770,6
11771,2
11772,6
11773,5
11774,3
11775,0
11776,6
11777,6
11778,4
11779,4
11780,6
11781,3
11782,1
11783,6
11784,1
11785,4
11786,0
11787,1
11788,1
11789,6
11790,0
11791,4
11792,2
11793,4
11794,5
11795,1
11796,1
11797,4
11798,0
11799,3
11800,3
11801,4
11802,6
11803,5
11804,0
11805,6
11806,5
11807,3
11808,0
11809,6
11810,1
11811,0
11812,5
11813,2
11814,5
11815,1
11816,6
11817,2
11818,6
11819,6
11820,4
11821,6
11822,1
11823,4
11824,3
11825,6
11826,6
11827,0
11828,4
11829,2
11830,0
11831,6
11832,2
11833,0
11834,6
11835,3
11836,3
11837,2
11838,6
11839,2
11840,5
11841,4
11842,2
11843,5
11844,3
11845,3
11846,0
11847,4
11848,2
11849,2
11850,5
11851,3
11852,1
11853,0
11854,2
11855,5
11856,0
11857,2
11858,5
11859,4
11860,2
11861,5
11862,6
11863,6
11864,1
11865,6
11866,1
11867,1
11868,0
11869,1
11870,4
11871,1
11872,0
11873,2
11874,0
11875,5
11876,1
11877,2
11878,0
11879,0
11880,4
11881,2
11882,3
11883,2
11884,1
11885,2
11886,2
11887,5
11888,6
11889,3
11890,1
11891,6
11892,0
11893,5
11894,0
11895,6
11896,0
11897,3
11898,1
11899,3
11900,2
11901,6
11902,2
11903,6
11904,4
11905,6
11906,4
11907,4
11908,3
11909,5
11910,3
11911,5
11912,5
11913,6
11914,1
11915,1
11916,1
11917,3
11918,6
11919,1
11920,4
11921,1
11922,4
11923,5
11924,6
11925,3
11926,2
11927,1
11928,6
11929,4
11930,6
11931,5
11932,3
11933,0
11934,2
11935,4
11936,5
11937,2
11938,1
11939,5
11940,5
11941,5
11942,4
11943,2
11944,2
11945,6
11946,3
11947,1
11948,5
11949,3
11950,5
11951,4
11952,6
11953,6
11954,0
11955,3
11956,0
11957,5
11958,5
11959,4
11960,5
11961,4
11962,3
11963,2
11964,4
11965,0
11966,5
11967,6
11968,1
11969,0
11970,6
11971,1
11972,4
11973,1
11974,0
11975,6
11976,6
11977,3
11978,5
11979,5
11980,1
11981,5
11982,3
11983,5
11984,5
11985,2
11986,6
11987,2
11988,6
11989,4
11990,2
11991,2
11992,4
11993,1
11994,5
11995,5
11996,4
11997,6
11998,4
11999,3
12000,4
12001,1
12002,0
12003,1
12004,5
12005,2
12006,6
12007,1
12008,3
12009,0
12010,4
12011,2
12012,1
12013,1
12014,3
12015,2
12016,6
12017,1
12018,0
12019,0
12020,4
12021,2
12022,1
12023,5
12024,3
12025,6
12026,1
12027,5
12028,2
12029,5
12030,4
12031,3
12032,0
12033,6
12034,5
12035,1
12036,6
12037,6
12038,0
12039,2
12040,4
12041,6
12042,3
12043,1
12044,2
12045,5
12046,3
12047,4
12048,2
12049,2
12050,2
12051,6
12052,4
12053,6
12054,0
12055,5
12056,2
12057,0
12058,1
12059,3
12060,2
12061,6
12062,0
12063,3
12064,0
12065,4
12066,4
12067,6
12068,1
12069,4
12070,5
12071,1
12072,4
12073,1
12074,3
12075,3
12076,6
12077,6
12078,0
12079,6
12080,6
12081,4
12082,5
12083,6
12084,5
12085,6
12086,1
12087,5
12088,4
12089,4
12090,2
12091,1
12092,6
12093,4
12094,4
12095,6
12096,3
12097,0
12098,6
12099,6
12100,6
12101,4
12102,5
12103,5
12104,0
12105,3
12106,4
12107,4
12108,1
12109,5
12110,6
12111,2
12112,0
12113,0
12114,3
12115,6
12116,5
12117,6
12118,3
12119,4
12120,6
12121,4
12122,5
12123,6
12124,3
12125,1
12126,2
12127,3
12128,5
12129,6
12130,5
12131,6
12132,3
12133,3
12134,2
12135,1
12136,3
12137,6
12138,0
12139,6
12140,3
12141,6
12142,0
12143,2
12144,6
12145,4
12146,4
12147,1
12148,6
12149,6
12150,6
12151,6
12152,1
12153,6
12154,4
12155,3
12156,1
12157,2
12158,3
12159,2
12160,1
12161,4
12162,0
12163,1
12164,5
12165,6
12166,5
12167,6
12168,6
12169,5
12170,0
12171,1
12172,1
12173,2
12174,4
12175,3
12176,0
12177,0
12178,6
12179,0
12180,4
12181,5
12182,1
12183,2
12184,2
12185,3
12186,4
12187,1
12188,5
12189,0
12190,3
12191,0
12192,6
12193,4
12194,1
12195,4
12196,3
12197,0
12198,5
12199,5
12200,5
12201,3
12202,5
12203,4
12204,2
12205,0
12206,4
12207,0
12208,1
12209,1
12210,0
12211,1
12212,1
12213,6
12214,6
12215,1
12216,4
12217,0
12218,3
12219,2
12220,4
12221,3
12222,2
12223,1
12224,4
12225,1
12226,2
12227,1
12228,2
12229,1
12230,6
12231,1
12232,3
12233,6
12234,4
12235,6
12236,4
12237,5
12238,1
12239,1
12240,1
12241,2
12242,3
12243,4
12244,4
12245,1
12246,5
12247,6
12248,6
12249,1
12250,5
12251,6
12252,0
12253,1
12254,1
12255,5
12256,1
12257,6
12258,2
12259,6
12260,5
12261,4
12262,1
12263,1
12264,6
12265,3
12266,6
12267,4
12268,0
12269,6
12270,6
12271,6
12272,3
12273,0
12274,6
12275,6
12276,0
12277,6
12278,4
12279,0
12280,1
12281,1
12282,6
12283,1
12284,1
12285,1
12286,2
12287,5
12288,5
12289,5
12290,5
12291,6
12292,3
12293,2
12294,6
12295,3
12296,1
12297,4
12298,3
12299,5
12300,0
12301,1
12302,5
12303,5
12304,1
12305,6
12306,6
12307,5
12308,6
12309,3
12310,0
12311,6
12312,2
12313,3
12314,4
12315,0
12316,3
12317,5
12318,4
12319,1
12320,3
12321,3
12322,4
12323,6
12324,6
12325,0
12326,3
12327,6
12328,5
12329,6
12330,1
12331,6
12332,3
12333,5
12334,5
12335,4
12336,5
12337,4
12338,3
12339,1
12340,6
12341,5
12342,0
12343,5
12344,1
12345,2
12346,1
12347,6
12348,2
12349,1
12350,6
12351,3
12352,2
12353,1
12354,0
12355,4
12356,6
12357,5
12358,4
12359,0
12360,5
12361,6
12362,1
12363,5
12364,5
12365,6
12366,5
12367,5
12368,4
12369,0
12370,5
12371,6
12372,1
12373,5
12374,6
12375,2
12376,4
12377,6
12378,6
12379,6
12380,4
12381,5
12382,6
12383,2
12384,1
12385,2
12386,5
12387,5
12388,5
12389,5
12390,2
12391,5
12392,1
12393,2
12394,5
12395,1
12396,2
12397,4
12398,2
12399,1
12400,4
12401,6
12402,1
12403,6
12404,4
12405,6
12406,3
12407,4
12408,3
12409,4
12410,0
12411,1
12412,2
12413,2
12414,6
12415,4
12416,6
12417,5
12418,6
12419,4
12420,2
12421,1
12422,6
12423,1
12424,4
12425,3
12426,3
12427,0
12428,6
12429,1
12430,4
12431,2
12432,6
12433,3
12434,6
12435,4
12436,5
12437,6
12438,2
12439,4
12440,0
12441,1
12442,2
12443,1
12444,3
12445,3
12446,3
12447,3
12448,0
12449,6
12450,6
12451,6
12452,6
12453,2
12454,6
12455,5
12456,5
12457,6
12458,4
12459,0
12460,6
12461,6
12462,6
12463,1
12464,3
12465,6
12466,5
12467,1
12468,1
12469,1
12470,3
12471,3
12472,0
12473,0
12474,1
12475,0
12476,0
12477,6
12478,6
12479,1
12480,0
12481,2
12482,6
12483,6
12484,6
12485,4
12486,1
12487,6
12488,6
12489,3
12490,2
12491,4
12492,2
12493,1
12494,0
12495,2
12496,1
12497,0
12498,5
12499,5
12500,1
12501,2
12502,6
12503,0
12504,6
12505,6
12506,4
12507,4
12508,4
12509,1
12510,3
12511,1
12512,3
12513,4
12514,2
12515,6
12516,0
12517,5
12518,1
12519,1
12520,0
12521,0
12522,3
12523,4
12524,6
12525,4
12526,5
12527,4
12528,3
12529,2
12530,4
12531,3
12532,2
12533,0
12534,5
12535,5
12536,0
12537,2
12538,2
12539,3
12540,6
12541,0
12542,4
12543,6
12544,3
12545,5
12546,4
12547,1
12548,4
12549,3
12550,6
12551,1
12552,6
12553,5
12554,6
12555,2
12556,1
12557,4
12558,6
12559,4
12560,2
12561,1
12562,6
12563,1
12564,4
12565,3
12566,3
12567,5
12568,6
12569,3
12570,4
12571,3
12572,3
12573,1
12574,5
12575,6
12576,1
12577,5
12578,2
12579,4
12580,2
12581,1
12582,6
12583,5
12584,1
12585,6
12586,6
12587,2
12588,5
12589,0
12590,6
12591,5
12592,5
12593,5
12594,5
12595,3
12596,1
12597,1
12598,5
12599,1
12600,0
12601,4
12602,6
12603,3
12604,0
12605,1
12606,1
12607,0
12608,2
12609,6
12610,3
12611,3
12612,0
12613,4
12614,0
12615,6
12616,4
12617,2
12618,0
12619,6
12620,1
12621,5
12622,6
12623,5
12624,2
12625,5
12626,4
12627,6
12628,3
12629,2
12630,6
12631,5
12632,5
12633,3
12634,6
12635,1
12636,2
12637,4
12638,4
12639,5
12640,6
12641,2
12642,2
12643,6
12644,5
12645,6
12646,2
12647,1
12648,2
12649,6
12650,6
12651,0
12652,4
12653,5
12654,3
12655,3
12656,3
12657,4
12658,6
12659,0
12660,3
12661,5
12662,3
12663,5
12664,2
12665,4
12666,1
12667,2
12668,3
12669,3
12670,5
12671,0
12672,5
12673,0
12674,0
12675,4
12676,0
12677,2
12678,2
12679,4
12680,6
12681,0
12682,4
12683,0
12684,6
12685,4
12686,4
12687,0
12688,2
12689,5
12690,0
12691,1
12692,4
12693,6
12694,0
12695,5
12696,6
12697,4
12698,6
12699,4
12700,0
12701,5
12702,4
12703,4
12704,5
12705,4
12706,4
12707,5
12708,6
12709,4
12710,5
12711,6
12712,6
12713,1
12714,0
12715,0
12716,6
12717,3
12718,6
12719,5
12720,5
12721,5
12722,0
12723,5
12724,6
12725,3
12726,0
12727,5
12728,6
12729,1
12730,4
12731,3
12732,6
12733,5
12734,6
12735,5
12736,6
12737,3
12738,6
12739,6
12740,5
12741,6
12742,6
12743,6
12744,3
12745,3
12746,6
12747,3
12748,1
12749,0
12750,2
12751,0
12752,1
12753,4
12754,1
12755,6
12756,0
12757,1
12758,1
12759,4
12760,2
12761,5
12762,5
12763,0
12764,2
12765,5
12766,3
12767,6
12768,5
12769,6
12770,5
12771,3
12772,1
12773,3
12774,4
12775,4
12776,1
12777,0
12778,3
12779,6
12780,1
12781,1
12782,5
12783,3
12784,2
12785,4
12786,6
12787,5
12788,1
12789,0
12790,5
12791,5
12792,3
12793,5
12794,5
12795,0
12796,1
12797,6
12798,0
12799,4
12800,4
12801,2
12802,1
12803,4
12804,4
12805,6
12806,2
12807,1
12808,3
12809,0
12810,0
12811,0
12812,4
12813,6
12814,6
12815,6
12816,1
12817,0
12818,1
12819,1
12820,4
12821,6
12822,2
12823,1
12824,6
12825,3
12826,6
12827,3
12828,1
12829,0
12830,6
12831,1
12832,4
12833,5
12834,2
12835,1
12836,2
12837,6
12838,3
12839,6
12840,2
12841,5
12842,6
12843,6
12844,6
12845,4
12846,1
12847,3
12848,4
12849,1
12850,5
12851,0
12852,2
12853,5
12854,0
12855,6
12856,0
12857,3
12858,5
12859,2
12860,0
12861,5
12862,2
12863,1
12864,1
12865,6
12866,4
12867,2
12868,2
12869,6
12870,6
12871,5
12872,3
12873,1
12874,0
12875,3
12876,2
12877,0
12878,6
12879,2
12880,0
12881,1
12882,1
12883,6
12884,5
12885,6
12886,6
12887,1
12888,5
12889,3
12890,5
12891,5
12892,5
12893,4
12894,5
12895,4
12896,0
12897,3
12898,6
12899,1
12900,6
12901,6
12902,2
12903,5
12904,3
12905,4
12906,5
12907,4
12908,1
12909,0
12910,6
12911,0
12912,5
12913,4
12914,5
12915,5
12916,6
12917,6
12918,3
12919,0
12920,5
12921,0
12922,6
12923,2
12924,6
12925,0
12926,2
12927,5
12928,4
12929,0
12930,4
12931,4
12932,2
12933,4
12934,3
12935,2
12936,6
12937,5
12938,5
12939,0
12940,5
12941,5
12942,2
12943,0
12944,5
12945,5
12946,5
12947,6
12948,5
12949,3
12950,4
12951,3
12952,6
12953,6
12954,3
12955,6
12956,4
12957,1
12958,5
12959,5
12960,4
12961,6
12962,5
12963,1
12964,6
12965,1
12966,5
12967,5
12968,6
12969,0
12970,5
12971,6
12972,1
12973,0
12974,4
12975,5
12976,1
12977,5
12978,0
12979,2
12980,4
12981,1
12982,1
12983,3
12984,1
12985,5
12986,0
12987,1
12988,3
12989,5
12990,2
12991,0
12992,2
12993,1
12994,4
12995,0
12996,1
12997,1
12998,5
12999,4
13000,4
13001,5
13002,4
13003,6
13004,6
13005,4
13006,1
13007,3
13008,4
13009,6
13010,5
13011,1
13012,1
13013,1
13014,6
13015,1
13016,5
13017,4
13018,4
13019,5
13020,5
13021,3
13022,0
13023,6
13024,4
13025,1
13026,4
13027,3
13028,4
13029,3
13030,6
13031,3
13032,2
13033,1
13034,3
13035,0
13036,2
13037,5
13038,6
13039,2
13040,6
13041,6
13042,2
13043,0
13044,4
13045,1
13046,6
13047,6
13048,1
13049,2
13050,2
13051,3
13052,3
13053,4
13054,3
13055,5
13056,1
13057,1
13058,3
13059,5
13060,1
13061,3
13062,5
13063,0
13064,0
13065,2
13066,1
13067,3
13068,4
13069,6
13070,5
13071,5
13072,3
13073,2
13074,5
13075,5
13076,5
13077,0
13078,3
13079,3
13080,3
13081,1
13082,6
13083,1
13084,3
13085,2
13086,3
13087,2
13088,0
13089,5
13090,2
13091,6
13092,2
13093,4
13094,5
13095,5
13096,1
13097,6
13098,4
13099,6
13100,1
13101,4
13102,5
13103,5
13104,4
13105,5
13106,5
13107,4
13108,0
13109,6
13110,6
13111,2
13112,0
13113,0
13114,6
13115,6
13116,6
13117,2
13118,3
13119,1
13120,4
13121,3
13122,5
13123,5
13124,3
13125,1
13126,6
13127,0
13128,5
13129,1
13130,5
13131,0
13132,4
13133,5
13134,6
13135,5
13136,5
13137,3
13138,5
13139,5
13140,4
13141,0
13142,4
13143,3
13144,2
13145,6
13146,1
13147,2
13148,2
13149,6
13150,6
13151,4
13152,6
13153,6
13154,5
13155,6
13156,2
13157,6
13158,5
13159,1
13160,6
13161,5
13162,0
13163,2
13164,1
13165,2
13166,6
13167,3
13168,1
13169,0
13170,5
13171,1
13172,6
13173,4
13174,2
13175,6
13176,1
13177,5
13178,6
13179,2
13180,4
13181,5
13182,6
13183,3
13184,2
13185,4
13186,0
13187,1
13188,2
13189,1
13190,1
13191,4
13192,1
13193,3
13194,3
13195,4
13196,1
13197,4
13198,6
13199,2
13200,6
13201,3
13202,1
13203,6
13204,1
13205,3
13206,1
13207,5
13208,0
13209,0
13210,1
13211,5
13212,1
13213,4
13214,3
13215,5
13216,1
13217,6
13218,5
13219,1
13220,0
13221,6
13222,1
13223,6
13224,4
13225,5
13226,6
13227,1
13228,5
13229,1
13230,6
13231,4
13232,1
13233,6
13234,3
13235,0
13236,6
13237,0
13238,3
13239,2
13240,6
13241,5
13242,0
13243,4
13244,4
13245,3
13246,6
13247,4
13248,4
13249,6
13250,5
13251,1
13252,5
13253,3
13254,6
13255,0
13256,2
13257,1
13258,2
13259,3
13260,2
13261,4
13262,2
13263,3
13264,1
13265,3
13266,5
13267,2
13268,0
13269,5
13270,4
13271,4
13272,1
13273,4
13274,6
13275,4
13276,1
13277,4
13278,0
13279,6
13280,1
13281,3
13282,3
13283,6
13284,1
13285,0
13286,4
13287,5
13288,0
13289,6
13290,0
13291,4
13292,1
13293,6
13294,1
13295,0
13296,0
13297,5
13298,3
13299,0
13300,4
13301,5
13302,6
13303,4
13304,0
13305,2
13306,2
13307,2
13308,0
13309,3
13310,1
13311,5
13312,4
13313,5
13314,1
13315,5
13316,4
13317,4
13318,1
13319,6
13320,3
13321,2
13322,3
13323,6
13324,6
13325,6
13326,3
13327,6
13328,2
13329,4
13330,1
13331,2
13332,3
13333,6
13334,6
13335,3
13336,1
13337,1
13338,2
13339,1
13340,1
13341,0
13342,4
13343,5
13344,6
13345,5
13346,6
13347,2
13348,0
13349,5
13350,2
13351,1
13352,3
13353,2
13354,4
13355,6
13356,0
13357,4
13358,4
13359,5
13360,4
13361,4
13362,4
13363,0
13364,1
13365,2
13366,2
13367,4
13368,6
13369,1
13370,5
13371,0
13372,2
13373,6
13374,4
13375,6
13376,5
13377,5
13378,5
13379,4
13380,3
13381,2
13382,1
13383,5
13384,2
13385,3
13386,6
13387,6
13388,5
13389,5
13390,6
13391,4
13392,2
13393,4
13394,4
13395,2
13396,1
13397,5
13398,6
13399,1
13400,1
13401,3
13402,6
13403,4
13404,2
13405,5
13406,0
13407,3
13408,2
13409,1
13410,5
13411,6
13412,0
13413,6
13414,3
13415,1
13416,5
13417,3
13418,4
13419,2
13420,4
13421,6
13422,4
13423,6
13424,0
13425,4
13426,2
13427,4
13428,6
13429,1
13430,2
13431,6
13432,6
13433,2
13434,6
13435,5
13436,6
13437,5
13438,4
13439,6
13440,2
13441,4
13442,1
13443,6
13444,4
13445,3
13446,2
13447,1
13448,2
13449,4
13450,0
13451,6
13452,2
13453,6
13454,0
13455,4
13456,1
13457,2
13458,1
13459,5
13460,3
13461,0
13462,0
13463,6
13464,5
13465,1
13466,1
13467,5
13468,0
13469,5
13470,4
13471,4
13472,4
13473,0
13474,2
13475,0
13476,4
13477,5
13478,1
13479,2
13480,0
13481,0
13482,1
13483,5
13484,4
13485,0
13486,2
13487,2
13488,4
13489,3
13490,6
13491,3
13492,5
13493,6
13494,4
13495,3
13496,1
13497,3
13498,1
13499,0
13500,1
13501,1
13502,4
13503,4
13504,5
13505,6
13506,2
13507,6
13508,1
13509,6
13510,4
13511,5
13512,0
13513,6
13514,6
13515,6
13516,6
13517,1
13518,1
13519,5
13520,6
13521,4
13522,0
13523,5
13524,0
13525,1
13526,5
13527,6
13528,6
13529,3
13530,5
13531,6
13532,1
13533,1
13534,5
13535,0
13536,2
13537,3
13538,3
13539,5
13540,4
13541,1
13542,6
13543,5
13544,4
13545,2
13546,4
13547,1
13548,0
13549,6
13550,0
13551,0
13552,4
13553,0
13554,0
13555,3
13556,6
13557,6
13558,1
13559,5
13560,4
13561,0
13562,0
13563,5
13564,0
13565,5
13566,6
13567,6
13568,6
13569,6
13570,2
13571,0
13572,3
13573,0
13574,3
13575,1
13576,5
13577,1
13578,6
13579,3
13580,2
13581,3
13582,4
13583,1
13584,3
13585,1
13586,3
13587,6
13588,1
13589,1
13590,4
13591,3
13592,6
13593,0
13594,5
13595,1
13596,5
13597,3
13598,6
13599,0
13600,0
13601,5
13602,2
13603,1
13604,4
13605,1
13606,4
13607,6
13608,1
13609,0
13610,5
13611,5
13612,0
13613,5
13614,3
13615,2
13616,3
13617,2
13618,6
13619,6
13620,6
13621,2
13622,6
13623,5
13624,1
13625,6
13626,0
13627,6
13628,2
13629,4
13630,6
13631,6
13632,5
13633,1
13634,4
13635,5
13636,5
13637,6
13638,4
13639,1
13640,4
13641,1
13642,2
13643,5
13644,3
13645,0
13646,4
13647,3
13648,5
13649,5
13650,6
13651,5
13652,5
13653,4
13654,4
13655,1
13656,2
13657,6
13658,3
13659,3
13660,1
13661,2
13662,4
13663,5
13664,3
13665,2
13666,1
13667,1
13668,2
13669,6
13670,6
13671,3
13672,2
13673,3
13674,5
13675,4
13676,2
13677,2
13678,6
13679,0
13680,3
13681,5
13682,6
13683,0
13684,6
13685,1
13686,6
13687,0
13688,0
13689,3
13690,5
13691,2
13692,0
13693,4
13694,4
13695,0
13696,6
13697,6
13698,2
13699,1
13700,2
13701,1
13702,2
13703,6
13704,0
13705,1
13706,2
13707,6
13708,1
13709,2
13710,5
13711,1
13712,6
13713,6
13714,0
13715,1
13716,3
13717,2
13718,4
13719,3
13720,2
13721,0
13722,6
13723,4
13724,5
13725,1
13726,2
13727,3
13728,6
13729,2
13730,5
13731,5
13732,5
13733,3
13734,6
13735,4
13736,0
13737,4
13738,6
13739,2
13740,6
13741,2
13742,5
13743,0
13744,3
13745,1
13746,3
13747,0
13748,6
13749,1
13750,6
13751,4
13752,1
13753,2
13754,5
13755,6
13756,1
13757,3
13758,6
13759,6
13760,1
13761,6
13762,5
13763,5
13764,0
13765,5
13766,6
13767,6
13768,6
13769,0
13770,2
13771,0
13772,4
13773,1
13774,6
13775,5
13776,2
13777,2
13778,6
13779,2
13780,2
13781,1
13782,1
13783,3
13784,0
13785,3
13786,3
13787,3
13788,5
13789,4
13790,1
13791,3
13792,6
13793,1
13794,0
13795,5
13796,1
13797,5
13798,6
13799,1
13800,5
13801,3
13802,2
13803,3
13804,1
13805,5
13806,3
13807,6
13808,4
13809,1
13810,6
13811,2
13812,1
13813,3
13814,6
13815,2
13816,6
13817,5
13818,2
13819,1
13820,1
13821,3
13822,0
13823,5
13824,4
13825,6
13826,0
13827,5
13828,4
13829,4
13830,5
13831,3
13832,6
13833,2
13834,5
13835,6
13836,3
13837,0
13838,1
13839,0
13840,2
13841,0
13842,5
13843,1
13844,4
13845,4
13846,6
13847,1
13848,0
13849,2
13850,5
13851,4
13852,0
13853,3
13854,5
13855,3
13856,5
13857,4
13858,6
13859,5
13860,2
13861,6
13862,6
13863,1
13864,1
13865,6
13866,2
13867,4
13868,5
13869,1
13870,1
13871,6
13872,4
13873,4
13874,2
13875,4
13876,2
13877,6
13878,1
13879,6
13880,5
13881,3
13882,0
13883,3
13884,2
13885,6
13886,6
13887,1
13888,1
13889,0
13890,0
13891,5
13892,5
13893,4
13894,5
13895,6
13896,1
13897,1
13898,4
13899,1
13900,2
13901,2
13902,1
13903,6
13904,6
13905,3
13906,1
13907,2
13908,6
13909,1
13910,5
13911,4
13912,3
13913,6
13914,6
13915,4
13916,3
13917,6
13918,0
13919,3
13920,6
13921,5
13922,5
13923,6
13924,6
13925,2
13926,3
13927,6
13928,5
13929,5
13930,3
13931,5
13932,1
13933,0
13934,2
13935,4
13936,0
13937,3
13938,5
13939,6
13940,5
13941,6
13942,4
13943,5
13944,2
13945,4
13946,4
13947,1
13948,0
13949,1
13950,3
13951,1
13952,4
13953,4
13954,0
13955,3
13956,2
13957,1
13958,0
13959,5
13960,2
13961,4
13962,3
13963,6
13964,6
13965,5
13966,6
13967,2
13968,5
13969,4
13970,5
13971,6
13972,5
13973,5
13974,5
13975,3
13976,3
13977,1
13978,0
13979,2
13980,3
13981,6
13982,1
13983,4
13984,5
13985,3
13986,1
13987,3
13988,4
13989,6
13990,5
13991,0
13992,2
13993,3
13994,5
13995,1
13996,5
13997,2
13998,6
13999,0
14000,1
14001,2
14002,4
14003,1
14004,3
14005,2
14006,5
14007,6
14008,6
14009,6
14010,6
14011,1
14012,3
14013,6
14014,4
14015,5
14016,5
14017,5
14018,2
14019,2
14020,5
14021,6
14022,0
14023,1
14024,0
14025,4
14026,2
14027,5
14028,1
14029,1
14030,0
14031,6
14032,5
14033,1
14034,3
14035,3
14036,0
14037,5
14038,3
14039,4
14040,5
14041,3
14042,3
14043,0
14044,4
14045,6
14046,1
14047,6
14048,5
14049,3
14050,3
14051,2
14052,1
14053,3
14054,5
14055,3
14056,5
14057,3
14058,4
14059,1
14060,0
14061,3
14062,2
14063,4
14064,6
14065,4
14066,2
14067,6
14068,2
14069,0
14070,4
14071,6
14072,6
14073,2
14074,0
14075,3
14076,3
14077,3
14078,2
14079,6
14080,1
14081,1
14082,4
14083,1
14084,0
14085,6
14086,2
14087,6
14088,3
14089,4
14090,0
14091,2
14092,2
14093,2
14094,5
14095,4
14096,3
14097,2
14098,4
14099,4
14100,0
14101,4
14102,3
14103,2
14104,5
14105,6
14106,3
14107,6
14108,1
14109,6
14110,3
14111,3
14112,3
14113,3
14114,2
14115,2
14116,2
14117,5
14118,5
14119,2
14120,1
14121,5
14122,6
14123,3
14124,1
14125,4
14126,4
14127,5
14128,3
14129,3
14130,0
14131,4
14132,5
14133,6
14134,0
14135,3
14136,1
14137,1
14138,0
14139,3
14140,4
14141,4
14142,4
14143,6
14144,6
14145,6
14146,1
14147,1
14148,5
14149,5
14150,0
14151,5
14152,1
14153,5
14154,5
14155,2
14156,3
14157,6
14158,1
14159,6
14160,2
14161,5
14162,2
14163,6
14164,5
14165,1
14166,4
14167,5
14168,5
14169,1
14170,0
14171,3
14172,0
14173,5
14174,5
14175,3
14176,3
14177,5
14178,6
14179,0
14180,0
14181,6
14182,6
14183,4
14184,6
14185,4
14186,2
14187,6
